English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps
Tojolabal	Comiteco, Chañabal, Tojol-ab'al	toj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=toj	Mexico	27				1										1		1	1	1		3	1	1	1	1		1																		1
Tok Pisin	Melanesian English, Neomelanesian, New Guinea Pidgin English, Pidgin, Pisin, Neomelanesian, New Guinea Pidgin English, Pidgin, Pisin	tpi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tpi	Papua New Guinea																	1	1		1		1	1				1	1										1							1
Tol	Jicaque, Tolpan, Xicaque, Tolpan, Tolupan, Torrupan	jic			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=jic	Honduras	27	260			1	1										1			1	1	1	1	1		1																				1
Tolaki	Asera, Konawe, Laiwui, Mekongga, Wiwirano, Asera Wanua, Bingkokak, Kendari, Kioki, Kolaka, Konio, Nohina, Noie, Norio, Tamboki, Tambuoki, Laki, Lolaki, To'olaki, Tokia, Tololaki	lbw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lbw	Indonesia																				1							1																		1
Tolomako	Big Bay, Marina, Tolomako-Jereviu	tlm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tlm	Vanuatu																					1	1																							1
Toma	Gizima, Koima, Konokoro, Lulama, Manyaka, Vekema, Weima, Yala, Toa, Toale, Toali, Tooma	tod			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tod	Guinea																				1	1	1	1				1											1							1
Tombonuo	Lingkabau Sugut, Sugut, Linkabau, Sungoi, Lobu, Paitan, Sungai, Sungei, Tambanua, Tambanuo, Tambanuva, Tambanwas, Tambenua, Tambunwas, Tangar nu Tombonuo, Tembenua, Tombonuva, Tombonuwo, Tumbunwha, Tunbumohas	txa			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=txa	Malaysia																				1		1																							1
Tombulu	Taratara, Tomohon, Minahasa, Minhasa, Tombalu, Tombula, Tombulu', Toumbulu	tom			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tom	Indonesia																				1	1	1					1																		1
Tondano	Kakas, Remboken, Tondano, Ka'kas, Tolou, Tolour, Tondanou, Toulour	tdn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tdn	Indonesia																						1					1																		1
Tonga, Malawi	Tonga, Chitonga, Kitonga, Siska, Sisya, Western Nyasa	tog			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tog	Malawi																					1						1																		1
Tongan	Faka Tonga, Tonga	ton			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ton	Tonga																				2	2	1	1				1											1							1
Tonsea	Airmadidi, Kalabat Atas, Kauditan, Likupang, Maumbi, Tonsea'	txs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=txs	Indonesia																				1		1					1																		1
Tontemboan	Sonder, Tompaso, Makela'i-Maotow, Makelai, Matana'i-Maore', Matanai, Pakewa, Tompakewa, Tountemboan	tnt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tnt	Indonesia																				1	1	1					1																		1
Toposa	Eastern Toposa, Jiye, Western Toposa, Akara, Kare, Kumi, Taposa, Topotha, ŋatoposa	toq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=toq	South Sudan																											1							1											1
Toraja	Makale, Rantepao, Toraja Barat, Kesu', Mappa-Pana, Tallulembangna, West Toraja, Toraja-Sa'dan, Basa Tora'a, Basa Toraya, Sa'dan, Sa'dansche, Sada, Sadan, Sadang, South Toraja, Tae', Taeq, Toradja	sda			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=sda	Indonesia																				1	1	1					1																		1
Toto		txo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=txo	India																						1																							1
Totonac, Patla and Chicontla	Totonac, Upper Necaxa, Totonaca, Totonaco del río Necaxa	tku			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tku	Mexico	27	3		3	1										1	1	1	1	1		1	1	1	1																					1
Totonaco, Coyutla	Cerro Grande Totonac, Totonac, Coyutla, Totonaco, Tutunakú	toc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=toc	Mexico	27				1										1		1	3	1	1	1	1	1	1		1									2	2									1
Totonaco, Ozumatlán	Western Totonac, Totonaco de Ozumatlán, Totonaco del cerro Xinolatépetl, Totonaco Norte de Huauchinango, Totonaco de Xinolatépetl, Totonaco de Xinulajgsípij	tqt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tqt	Mexico	1		1																								1																		1
Totonaco, Papantla	Totonaco de la Costa, Totonac, Papantla, Lowland Totonaca, Totonaco, Tutunakú	top			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=top	Mexico	27				1		1		1						1	1	1	1	1	1	1	1	1	1			1																		1
Totonaco, Sierra	Totonac, Highland, Sierra Totonac, Totonaco, Tutunakú	tos			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tos	Mexico	27	21		21	1										1		1	3	1	1	1	1	1	1	1		1								2	2									1
Totonaco, Xicotepec de Juárez	Totonaco Norte, Totonaco de Villa Juárez, Zihuateutla Totonac, Totonac, Xicotepec de Juárez, Northern Totonac, Xicotepec Totonac	too			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=too	Mexico	27				1										1	1	1	1	1		1	1	1	1	1																				1
Toura	Tura, Ween, Wɛɛn, Boo, Guse, Gwéò, Naò, Wáádú, Yiligele, Wɛɛn, Ween	neb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=neb	Côte dꞌIvoire															1		1			1		1					1								2	2									1
Toussian, Southern	Tusia, Tusian, Tusya, Tusyang, Win	wib			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=wib	Burkina Faso																					1	1																							1
Trinitario	Javierano, Loreto, Loretano, Mojos, Moxos	trn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=trn	Bolivia																				1		1					1																		1
Trio	Pianokotó, Trió, Tarona, Tarëno, Tiriyó, Tirió, Yawi, Tarëno ijomi	tri			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tri	Brazil, Suriname																				1		1																							
Triqui, Chicahuaxtla	Laguna, Chicahuaxtla Trique, Triqui Alto, Laguna, San José Xochistlá, Santo Domingo del Estado, Trike, Trique, Triqui Alto, Triqui de San Andrés Chicahuaxtla, nánj nï'ïn	trs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=trs	Mexico	27				1										1		1	3		1		1			1	1									2										1
Triqui, Copala	Triqui de San Juan Copala, Triqui bajo, xna'ánj nu̲' a, xnánj nu̲' a, Copala Trique, Copala-Trique, Trike, Trique, Triqui Bajo, xna'ánj nu̱'	trc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=trc	Mexico	27	122		122	1		2	11	2	11						1	1		1	1	1	1	1			1	1	2																	1
Triqui, San Martín Itunyoso 	Triqui, San Martín Itunyoso, San Martín Itunyoso Trique, Triqui Alto, Triqui de San Martín Itunyoso, sná'ánj nì'	trq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=trq	Mexico	27				1										1		1	1	1	1	1	1		1																					1
Tŕy	Central Tày, Eastern Tày, Northern Tày, Southern Tày, Thu Lao, Tày Bao Lac, Tày Trung Khanh, Ngan, Phen, T'o, Tai Tho	tyz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tyz	Vietnam																					1	1																							1
Tsamakko	Tsamai, Bago S'aamakk-Ulo, Bago Ts'amakkilo, Cule, Kuile, Kule, S'amai, Tamaha, Ts'amay, Tsamako, Tsemay	tsb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tsb	Ethiopia																											1																		1
Tsez	Dido, Cez, Didoi, Tsezy, Tsuntin, Sahada, Cez, Didoi, Tsezy, Tsuntin	ddo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ddo	Georgia, Russia																						1																						1	
Tshiluba	Luba-Kasai, Lulua, Luluwa, West Luba, Bena-Lulua, Ciluba, Luba-Lulua, Luva, Western Luba	lua			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lua	Democratic Republic of the Congo																			1	1	2	1					1							1											1
Tsikimba	Agaushi, Akimba, Auna, Kambari, Kamberchi, Kamberri, Kimba, Agaunshe, Ashen, Akimba, Auna, Kambari, Kamberchi, Kamberri, Kimba	kdl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kdl	Nigeria																	1				1	1	1		1		1																		1
Tsimihety	Malagasy, Tsimihety	xmw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=xmw	Madagascar																											1																		1
Tsishingini	Ashingini, Kambari, Kamberchi, Kamberri, Salka, Ibeto, Cishingini	tsw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tsw	Nigeria															1		1				1	1	1		1		1																		1
Tskhur	Caxur, Sakhur, Ts'axna Miz, Tsakhury, Tsaxur, Yedna Miz,, Yikbi, Yiqny Miz, Cinix, Kalyal Muxax, Mishlesh, Muslax, Subunchi, Suvagil, Tsakhur, C'aiχna miz, Sakhur, Saxur dili, Ts'axna miz, Ts‘əxna miz, Tsakhna Miz, Tsakhury, Tsaxur, Yıqbışda miz, Yedna Miz, Yikbi, Yiksum, Yiqny Miz, Yiqsum, cʼäxna miz, Gelmets-Mikik, Tsakh, Gelmets, Gelmets-kurdul, Jinagh, Kirmico-Lek, Mikik, Mishkesh, Mukhakh-Sabunchi, Muslakh, Tsakh-Qum, Ts'axna Miz, Ts'axurskii yazyk	tkr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tkr	Azerbaijan, Russia																				1	1	1																						2	
Tsogo	Getsogo, Ghetsogo, Mitsogo	tsv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tsv	Gabon																				1							1							1											1
Tsou	Iimucu, Luhtu, Tapangu, Tfuya, Duhtu, Iimutsu, Tfuea, Cou, Namakaban, Niitaka, Tibola, Tibolah, Tibolak, Tibolal, Tso, Tsoo, Tsu-U, Tsu-Wo, Tsuou, Tzo	tsu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tsu	Taiwan																					1	1																							1
Tsuvadi	Kakihum, Tsuvadi-Agadi, Tsuvadi-Azozolo, Abadi, Avadi, Evadi, Ibeto, Kamberi	tvd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tvd	Nigeria																											1																		1
Tswana	Kgatla, Kwena, Lete, Ngwaketse, Ngwatu, Rolong, Sehurutshe, Tawana, Tlahaping, Tlokwa, Ngwato, Thlaping, Tlapi, Setswana, Bechuana, Beetjuans, Chuana, Chwana, Coana, Cuana, Sechuana, Secoana, Secwana, Tshwana, Tlhaping, Tlharo, Hurutshe, Melete, Thlaro, Tsiwaha, Mangwato	tsn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tsn	Botswana, Namibia, South Africa, Zimbabwe																			1		4	1					1											1							
Tu, Huzhu	Huzhu, Minhe, Niandhu, Wutun, Baoan, Halchighol, Mangghuer, Mongghul, Naringhol, Nianduhu, Tu, Mongor, Mongour, Monguor, Qighaan Mongghul	mjg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mjg	China																											1																		1
Tuam (Saveeng)	Tuam, Mutu, Saveeng, Sisi, Tuam-Mutu, Tuom	tuc	4318		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tuc&rod=4318	Papua New Guinea	27				1		5		5								1		1	1	1	1	1		1																				1
Tubetube (Bwanabwana)	Tubetube, Bwanabwana, Anagusa, Kitai, Koyagaugau, Kwalaiwa, Naluwaluwali, Ole, Tewatewa, Wale, Ware, Wari, Bwanabwana	tte	2007		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tte&rod=2007	Papua New Guinea	27				1												1		1	1	1	1	1	1	1																				1
Tucano	Betaya, Betoya, Dachsea, Dasea, Daxsea, Tukana, Tukano	tuo		Colombia edition	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tuo&var=e	Brazil, Colombia	27				1										1	1	1		1			1	1		1	1		1							2	2									1
Tucano	Daxsea, Takuna, Tukána, Papihua, Papiwa, Pisa-tapuyo, Pisamira, Pisatapuyo, Wasona, Yohoraa, Curaua, Uasona, Dahseyé, Dasea, Dasea ye, Ye'pãmasa, Pápiwa, Betaya, Betoya, Dachsea, Tukana	tuo		Brazil edition	https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tuo&var=c	Brazil, Colombia	27				1										1		1		1	1	2	1	1		1			1								2									1
Tugen		tuy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tuy	Kenya																						1					1																		1
Tulu	Brahmin Tulu, Common Tulu, Northeast Tulu, Northwest Tulu, South Central Tulu, Southeast Tulu, Southwest Tulu, Bantwal, Belthangadi, Kasaragod, Kerala, Mangalore, Manjeswara, Puttur, Sullia Subrahmanya, Udipi, Tal, Tallu, Thalu, Thulu, Tilu, Tullu, Tuluva Bhasa	tcy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tcy	India																											1																		1
Tuma-Irumu	Irumu, Tuma, Upper Irumu, Irumu, Tuma, Upper Irumu, Tuma, Upper Irumu	iou			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=iou	Papua New Guinea, Papua New Guinea	27				1		30		30							1	1		1	1	1	1	1		1			1																	1
Tumak	Motun, Mawer, Mod, Moden, Modin, Mot, Motin, Dije, Sara Toumak, Toumak, Tumac, Tumag, Tummok	tmc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tmc	Chad																				1		1																							1
Tunebo, Central	Tunebo, Central, Tunebo, Cobaría Tunebo, U'wa, Uwa, Lache, Uw Cuwa, Uwa-Tunebo	tuf			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tuf	Colombia, Venezuela	27				1										1	1	2		1	1	1	1	1		1	1		1			1														1
Tunen	Alinga, Ndoktuna, Niguessen, Toboany, Tufombo, Eling, Itundu, Logananga, Mese, Ndogbang, Ndokbiakat, Paningesen, Sese, Tuling, Banen, Banend, Nen, Penin, Penyin	tvu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tvu	Cameroon																					1	1																							1
Tungag	Dang, Lavangai, Lavongai, Toangai, Tungak, Lavangai, Lavongai, Toangai, Tungak	lcm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lcm	Papua New Guinea	27				1											1	1		1	1	1	1	1	1	1																				1
Tupuri	Dema, Honya, Mata, Ndoore, Ndore, Tongoyna, Toubouri, Toupouri, Tpuri, Tuburi, Wina, jäāk Tpür, jäāk Tüpür, jäāk Tüpürï, Bang-Ling, Bang-Were, Faale-Piyew, Podokge	tui			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tui	Cameroon, Chad																				1	1	1					1																		
Turka	Beregadougou-Toumousseni, Douna, Curama, Cuuramã, Tchourama, Tourka, Turuka, Tyurama	tuz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tuz	Burkina Faso																	2			1		1					1																		1
Turkana	Northern Turkana, Southern Turkana, Buma, Bume, Ng'aturkana, Turkwana	tuv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tuv	Kenya																				2	1	1					1																		1
Turkish	Danubian, Dinler, Macedonian Turkish, Razgrad, Osmanli, Turki, Türkçe, Meskhetian Turkish, Ahiska, Edirne, Eskisehir, Gaziantep, Karamanli, Urfa, Anatolian, Istanbul Turkish, Türkisch, Rumelian	tur			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tur	Bulgaria, Cyprus, Greece, Kazakhstan, Macedonia, Romania, Turkey, Uzbekistan																			2	3	5	1	1				1							1				1							
Turkmen	Türkmençe, Trukhmen, Trukhmeny, Turkmani, Turkmanian, Turkmenler, Turkomans, Bayat, Shirik, Teke, Xatap, Yomut, Ärsare, Arsariy, Taka, Turkman, Turkmencha, Turkmeni, Türkmen dili, Anauli, Chavdur, Esari, Goklen, Khasarli, Nerezim, Nokhurli, Salyr, Saryq, Trukmen, Yomud, Esary, Goklan, Nohur, Tekke, Torkomani, Turkpen, Cawdur, Turkmenian	tuk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tuk	Turkey, Turkmenistan																	1		2	1	3	1					1							1				1						4	1
Turkmen, Iranian		tuk	Iran		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tuk&rod=Iran	Iran															1		1	1																											1
Tuvaluan	North Tuvaluan, South Tuvaluan, Funafuti, Nanumanga, Nanumea, Niutao, Nukufetau, Nukulaelae, Vaitupu, Ellice, Ellicean, Te 'gana Tūvalu, Tuvalu	tvl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tvl	Tuvalu																					1	1																							1
Tuvin	Diba, Kök Mungak, Soyod, SoyonSoyot, Tannu-Tuva, Tofa, Tokha, Tuba, Tuva, Tuvia, Tuvin, Tuvinian, Uriankhai, Uriankhai-Monchak, Uryankhai, Tuvan, Tuwa, Khöwsögöl Uigur, Kokchulutan, Soyon, Soyot, Tuva-Uriankhai, Tuwa-Uriankhai, Tyvan, Uryankhai-Monchak, Central Tuvan, Northeastern Tuvan, Southeastern Tuvan, Tuba-Kizhi, Western Tuvan, Todzhin, Kizhi	tyv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tyv	China, Mongolia, Russia																			1	1	1	1					1																	2	
Tuwali Ifugao	Hapao Ifugao, Hungduan Ifugao, Lagawe Ifugao, Ifugao, Tuwali, Gilipanes, Ifugaw, Kiangan Ifugao, Quiangan, Tuwali	ifk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ifk	Philippines																				1	1	1																							1
Tuwuli	Bawuli, Bowili, Bowiri, Liwuli, Siwuri, Tuwili	bov			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bov	Ghana																				1	1	1																							1
Tuyuca	Dochkafuara, Tejuca, Tuyuka, Tuiuca, Doka-Poara, Doxká-Poárá, Tsola, Borá-Tuyuka, Doka-Poara, Dokapuara, Doxká-Poárá, Tuiuca, Tuyuka, Utapinõmakãphõná, Tejuca	tue			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tue	Brazil, Colombia	27				1											1	1			1	1	1	1		1		1																		2
Txitxopi	Copi, Khambani, Lambwe, Lengue, Ndonge, Tonga, Kilenge, Lenge, Chopi, Chichopi, Cicopi, Shichopi, Shicopi, Shilenge, Tschopi, Txopi, Xilenge, shiChopi	cce			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=cce	Mozambique																				1	1	1					1																		1
Tyap	Katab, Kataf, Atakat, Gworok, Kachichere, Kafanchan, Sholio, Agolok, Agorok, Aguro, Agwolok, Agwot, Aholio, Asholio, Asolio, Atakar, Aticherak, Attaka, Attakad, Attakar, Atyap, Daroro, Fantuan, Fantwam, Kagoro, Kpashan, Maroa, Maruwa, Takat, Techera, Kataf	kcg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kcg	Nigeria															1		1			1	1	1			1		1																		1
Tzeltal, Bachajón	Tzeltal de Ocozingo, Tzeltal de Amatenango del Valle	tzh	00859		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tzh&rod=00859	Mexico																				1	1	1																							1
Tzeltal, Oxchuc	Tzeltal de Oxchuc, Bats'il k'op, Cancuc, Chanal, Highland Tzeltal, Oxchuc Tzeltal, Tenango, Tenejapa, Tseltal, Amatenango del Valle, Bachajon Tzeltal, Chanal Cancuc, Tzeltal del Norte, Tzeltal del Sur, Tzeltal del occidente, Tzeltal del oriente, Lowland Tzeltal, Tzeltal de Ocosingo, Tzeltal, Tenejapa Tzeltal	tzh	00058		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tzh&rod=00058	Mexico		5		5																1	1	1					1	1			1														1
Tzotzil, Chamula	Tzotzil de San Cristobal las Casas, Tzotzil de Simojovel, Tzotzil de Huitiupan	tzo	02641		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tzo&rod=02641	Mexico	27				1										1	1	1	1	1	1	1	1	1	1			1																		1
Tzotzil, Chenalhó	Tzotzil de San Pablo Chalchihuitan, Tzotzil de Sta. Catarina Panteho	tzo	02681		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tzo&rod=02681	Mexico	27				1										1	1	1	1	1	1	1	1	1	1				1			1														1
Tzotzil, Huixtán	Tzotzil de Huistán, Huixteco, la Concordia, Angel Albino Corzo	tzo	01204		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tzo&rod=01204	Mexico	27				1										1	1	1		1		1	1	1	1																					1
Tzotzil, San Andrés		tzo	02443		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tzo&rod=02443	Mexico	27				1										1		1	1	1		1	1	1	1																					1
Tzotzil, Zinacantán	Tzotzil de Tzinacanteco, Chamula Tzotzil, Chenalho Tzotzil, Huixtán Tzotzil, San Andrés Larrainzar Tzotzil, Zinacantán Tzotzil, Angel Albino Corzo, Huixtán, La Concordia, San Andres Tzotzil, San Miguel Mitontic, San Pablo Chalchihuitán, San Pedro Chenalhó, Santa Catarina Pantelho, Villa Corzo, Zinacanteco Tzotzil, Tzotzil, Bats'i k'op, San Bartolomé Venustiano Carranza Tzotzil, Tsotsil	tzo	00060		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tzo&rod=00060	Mexico	27				1										1	1	1		1		1	1	1	1																					1
Tzutujil, Eastern	Tzutujil, Santiago Atitlán Tzutujil, Tzutuhil, Tzutujil Oriental, Western Tzutujil, Tz'utujil, Eastern Tzutujil, Santiago Atitlán Tzutujil, Tzutuhil, Tzutujil Oriental	tzj	19301		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tzj&rod=19301	Guatemala	27				1											1	1		1	1		1	1	1	1		1																		1
Tzutujil, Western	Tzutujil	tzj	374		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tzj&rod=374	Guatemala	27				1												1		1	1		1	1		1		1																		1
Uare	Garihe, Garia, Kwale, Kware	ksj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ksj	Papua New Guinea																					1	1	1				1																		1
Ubir	Kubiri, Ubiri, Ubiri	ubr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ubr	Papua New Guinea	27				1		1		1								1		1	1	1	1	1	1	1			1																	1
Udi	Nidzh, Oghuz, Nic, Nij, Nizh, Vartashen, Udin, Uti, udin muz, Oktomberi	udi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=udi	Azerbaijan																				1	1	1																							1
Udmurt	North Udmurt, South Udmurt, Besermyan, Southwestern Udmurt, Votiak, Votyak	udm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=udm	Russia																				1		1					1							1				1							1
Uduk	Kebeirka, Korara, Kumus, Kwanim Pa, Othan, Twampa	udu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=udu	South Sudan, Sudan																				1	1	1	1				1																		
Ugandan Sign Language	USL	ugn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ugn	Uganda																				1		1																							1
Ukrainian	Ukrán, Ukraiński, Ucrainean, East Ukrainian, Northwest Ukrainian, Southwest Ukrainian	ukr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ukr	Croatia, Hungary, Kazakhstan, Lithuania, Moldova, Poland, Romania, Slovakia, Ukraine																			2	3	4	1	1				1							1				1							
Ukrainian Sign Language	USL, Ukrayinska Mova Zhestiv, Ukrayinska Zhestova Mova	ukl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ukl	Ukraine																											1																		1
Ulithian		uli			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=uli	Micronesia																					1	1																							1
Uma	Bana, Benggaulu, Kantewu, Southern Uma, Tobaku, Tolee', Winatu, Aria, Bingkolu, Central Uma, Dompa, Eastern Uma, Northern Uma, Ompa, Western Uma, Koro, Oema, Pipikoro	ppk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ppk	Indonesia																				1	1	1																							1
Umanakaina	Gvede, Gweda, Gwede, Gwedena, Umanikaina, East Umanakaina, Upper Ugu River, Gweda, Gwede, Gwedena, Umanikaina	gdn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gdn	Papua New Guinea	27				1											1	1		1	1	1	1	1	1	1																				1
Umbu Ungu (Andelale)	Andelale, Gawigl, Gawil, Imbo-Ungu, Ubu Ugu, Umbongu, Umbu Ungu, Kala, No-Penge, Mendo-Kala, Umbu-Ungu, Hagen, Kakoli, Kaugel, Kauil	ubu	17940		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ubu&rod=17940	Papua New Guinea	27				1										1		1		1	1	1	1	1	1	1										2	2									1
Umbu Ungu (Kala)	Kala, Gawigl, Gawil, Imbo-Ungu, Kakoli, Kaugel, Kauil, Ubu Ugu, Umbongu, Umbu Ungu	ubu	17941		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ubu&rod=17941	Papua New Guinea	27	10		10	1											1	1		1	1	1	1	1	1	1																				1
Umbu Ungu (No Penge)	No Penge, Gawigl, Gawil, Imbo-Ungu, Kakoli, Kaugel, Kauil, Ubu Ugu, Umbongu, Umbu Ungu	ubu	17942		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ubu&rod=17942	Papua New Guinea	27	10		10	1										1		1			1	1	1	1	1	1																				1
Umbundu	Hele, Mbalundu, Sele, Kimbari, M'bundo, Mbali, Mbari, Mbundu, Mbundu Benguella, Nano, Olumbali, Ovimbundu, South Mbundu, Umbundo	umb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=umb	Angola																			1	1	1	1					1																		1
Una	Goliath, Langda, Mount Goliath, Oranje-Gebergte	mtg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mtg	Indonesia																				1	1	1																							1
Upper Mahasuli		bfz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bfz	India																																										1			1
Ura	Auramot, Uramät, Uramet, Uramit, Uramot, Uramet, Uramit, Uramot, Uramät	uro			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=uro	Papua New Guinea																						1						1																	1
