English Language Name	Alternate Language Name	iso	rod	var	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scripture App Builder HTML (SE)	Online Viewer (SE)	Google Play (Android app) (SE)	Android App (SE version)	Buy	BibleIs	YouVersion	GRN	eBible	GoBible (SE)	MySword (Android) (SE)	Playlist Audio (SE)	Jesus Film	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video (SE)	Scripture Animation Video (SE)	The Last Day Video	Story of Jesus for Children Video	History	5fish	iTunes	One Story	Bibles for India	Bibles for Russia	Maps
Benabena	Bena, Lower Bena, Middle Bena, Upper Bena	bef			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bef	Papua New Guinea	27				1											1	1		1	1	1	1	1	1	1																				1
Bench	Mer, She, Bencho, Benesho, Kaba, Mieru, Sce, Benchnon, Bencnon, Dizu	bcq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bcq	Ethiopia																				1		1					1																		1
Bengali	বাঙালি, Bangala, Bangla, Bangla-Bhasa, Mussolmani, Barisal, Khulna, Mymensingh, Noakhali, Barik, Bhatiari, Chirmar, Kachari-Bengali, Lohari-Malpaharia, Musselmani, Rajshahi, Samaria, Saraki, Siripuria, Kishanganjia	ben			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ben	Bangladesh, India, Nepal, Singapore																	1		5	7	10	1	1				4							1				2				1	2		1
Berik	Berick, Berrik, Sewan Teteris, Upper Tor	bkl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bkl	Indonesia																				1	1	1																							1
Berom	Bachi, Du, Fan, Foron, Gashish, Gyel, Heikpang, Kuru, Rim, Riyom, Ropp, Vwang, Zawan, Afango, Berum, Birom, Gbang, Kibbo, Kibbun, Kibo, Kibyen, Lêm Berom	bom			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bom	Nigeria															1			1		1	1	1					1																		1
Betawi	Anak Betawi, Batavi, Batavian, Batawi, Betawi Malay, Jakarta Malay, Melayu Betawi, Melayu Jakarte, Orang Betawi	bew			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bew	Indonesia																											1																		1
Bete-Bendi	Bendi, Bete, Bette, Mbete, Bette-Bendi, Dama	btt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=btt	Nigeria																				1		1					1																		1
Bete, Daloa	Bété, Daloa, Daloua Bété, Northern Bété	bev			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bev	Côte dꞌIvoire																				1		1																							1
Bete, Guiberoua	Guiberoua, Soubré, Bété, Guiberoua, Central Bété, Western Bété, ʼbhɛtegbooʼmë, ʼbhɛtɩgbʋʋ ʼmö	bet			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bet	Côte dꞌIvoire																	1										1																		1
Bezhta	Bazht', Bazht'al, Bechitin, Bexita, Bezheta, Bezhita, Bezhituri, Bezht'alas mits, Bezhti, Kapuch, Kapucha, Kapuchin, Kapuchin-Gunzib, Kapuchuri, Khvanal, Kiburabi, Kupuca, Bezht'alas mits, Bezhta proper, Khocharkhotin, Tlyadaly, Bazht'al, Bechitin, Bexita, Bezheta, Bezhita, Bezhituri, Bezhti, Bezhtin, Kapuch, Kapucha, Kapuchin, Kapuchin-Gunzib, Kapuchuri, Khvanal, Kiburabi, Kupuca	kap			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kap	Georgia, Russia																				1	1	1																						2	
Bhadrawahi	भड्लाही, Baderwali, Badrohi, Bahi, Bhadarwahi, Bhaderbhai Jamu, Bhaderwali Pahari, Bhadrava, Bhadri, Bhalesi, Padari, Padar, Baderwali, Badrohi, Bahi, Bhadarwahi, Bhaderbhai Jamu, Bhaderwali Pahari, Bhadrava, Bhadri	bhd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bhd	India																	1				1	1					1															1	2		1
Bharia	Bhar, Bharat, Bhumia, Bhumiya, Paliha	bha			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bha	India																				1		1					1																		1
Bhatri	भतरी, Basturia, Bhatra, Bhattra, Bhattri, Bhottada, Bhottara, Deshia, Basturia, Bhatra, Bhattra, Bhattri, Bhottada, Bhottara, Deshia	bgw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bgw	India																	1					1					1															1	2		1
Bhattiyali	Bhateali, Bhatiali Pahari, Bhatiyali, Pahari	bht			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bht	India																						1					1																		1
Bhilali	Parya Bhilali, Bhilala, Bhili	bhi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bhi	India																											1																		1
Bhili	Ahiri, Anarya, Bhilodi, Bhim, Charani, Habura, Konkani, Kotali, Labani, Magra Ki Boli, Nahari, Naikdi, Panchali, Patelia, Ranawat, Rani Bhil, Siyalgir, Valvi, Baglani, Kotvali, Kotwalia, Pahadi, Bhagoria, Bhil, Bhilbari, Bhilboli, Bhilla, Lengotia, Vil	bhb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bhb	India																			1								1																		1
Bhogoto	Bokoto, Bokpan, Gbaya of Boda, Gbaya de Boda, Ngata, Bhokoto, Bogodo, Bogoto, Bokodo, Bokpoto	bdt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bdt	Central African Republic																											1																		1
Bhojpuri	Bajpuri, Bhojapuri, Bhozpuri, Deswali, Khotla, Piscimas, Bhojpuri Tharu, Domra, Madhesi, Musahari, Northern Standard Bhojpuri, Southern Standard Bhojpuri, Western Standard Bhojpuri, Basti, Benarsi, Gorakhpuri, Kharwari, Purbi, Sarawaria, Bhojapuri, Bhozpuri, Deswali, Khotla, Piscimas, Bojpury, Mauritian Bhojpuri, Banarsi Boli, Bangar Boli, Kashika, Mallika, Purbi Boli, Sheikh Boli	bho			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bho	India, Mauritius, Nepal																				1		1					2							1				1				1			1
Biak	Ariom, Bo'o, Bosnik, Dwar, Fairi, Jenures, Kamer, Korido, Korim, Mandusir, Mapia, Mios Num, Mofu, Monoarfu, Opif, Padoa, Penasifu, Rumberpon, Samberi, Sampori, Sor, Sorendidori, Sorido, Sundei, Wadibu, Wardo, Wari, Warsa, Yobi, Jobi, Mokmer, Bahasa Biak, Biak-Numfor, Mafoor, Mafoorsch, Mefoor, Myfoorsch, Noefoor, Noefoorsch, Nufoor, Wós Kovedi, Wós Vyak	bhw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bhw	Indonesia																				1	1	1					1																		1
Biali	Berba, Bieri, Bjerb, Bjeri, Burba, Dassari, Gouande, Materi, Pingou, Porga, Tangeta, Tihoun, Bialaba, Byali	beh	02800		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=beh&rod=02800	Benin, Burkina Faso																				1		1																							
Biangai	Ngowiye, Yongolei	big			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=big	Papua New Guinea	27				1											1	1		1	1	1	1	1	1	1																				1
Bicolano Central	Daet, Legazpi, Naga, Partido, Legapi, Bikol, Central, Bikol, Central Bicolano	bcl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bcl	Philippines																				1	1	1					1																		1
Bidayuh, Biatah	Biatah, Bideyu, Landu, Lundu, Pueh, Siburan, Stang, Tibia, Bisitaang, Sitaang, Bikuab, Kuap, Quop, Sentah	bth			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bth	Indonesia, Malaysia																					1	1																							
Biete	Biate, Baite, Bedesa, Beite, Bete, Beteh, Hadem	biu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=biu	India																				1	1	1																							1
Bijago	Anhaqui, Formosa, Kagbaaga, Kajoko, Kamona, Karanguna, Kasuga, Kavrama, Anhaki, Caravela, Orango, Uno, Bidyogo, Bijogo, Bijougot, Bijuga, Budjago, Bugago	bjg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bjg	Guinea-Bissau																											1																		1
Bikol, Buhiꞌnon	Bikol, Buhi'non, Bikol Buhi, Boie'nen, Boînan, Buhi, Buhi'non, Buhi-non	ubl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ubl	Philippines																				1		1																							1
Bilaspuri	बिलासपुरी, Bilaspuri Pahari, Kahluri, Kehloori Pahari, Kehluri, Pacchmi, Bilaspuri Pahari, Kahluri, Kehloori Pahari, Kehluri, Pacchmi	kfs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=kfs	India																	1				1	1																				1	2		1
Bilua	Mbilua, Vella Lavella	blb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=blb	Solomon Islands																					1	1																							1
Bima	Kolo, Mbojo, Sangar, Toloweri, Sanggar, Bimanese	bhp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bhp	Indonesia																					1						1																		1
Bimin	Bim, Nimtep Weng	bhl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bhl	Papua New Guinea	27				1		4		4							1	1		1	1	1	1	1	1	1		1																		1
Bimoba	Moar, Moor	bim			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bim	Ghana																				1	2	1					1																		1
Binandere	Ioma Binandere	bhg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bhg	Papua New Guinea																					1	1	1																						1
Bine	Oriomo, Pine, Boze-Giringarede, Irupi-Drageli, Kunini, Masingle, Sebe, Sogal, Tate, Pine	bon			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bon	Papua New Guinea	27				1											1	1		1	1	1	1	1	1	1		1																		1
Binukid	Binokid, Binukid Manobo, Bukidnon, Talaandig	bkd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bkd	Philippines	27				1										1		1		1	1	1	1	1		1		1								2	2									1
Binumarien	Binamarir, Binumaria, Binumaria	bjr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bjr	Papua New Guinea	27				1		2		2							1	1		1	2	1	1	1	1	1																				1
Birifor, Northern	Birifor, Wile, Birifor, Malba, Birafour, Birifo, Bɩrfʋɔr, Malba, Malba-Birifor, Ngmalba, Nmalba, Northern Birifor	bfo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bfo	Burkina Faso																				1	1	1					1																		1
Birifor, Southern	Birifo, Berfoɔr, Birfoɔr, Birifor, Bɩ rfʊ ɔ r, Ghana Birifor, Lobi	biv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=biv	Côte dꞌIvoire, Ghana																				1	1	1					1																		
Bishnupriya	Madai Gang, Rajar Gang, Bishnupria, Bishnupriya, Bishnupriya Manipuri, Bisna Puriya, Leimanai, Ningthaunai, Bishnupria Manipuri	bpy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bpy	Bangladesh, India																						1					1																		1
Bislama	Bichelamar	bis			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bis	New Caledonia, Vanuatu																				1	1	1					1											1							
Bissa	Barka, Gormine, Lebir, Lere, Bisa, Bissa-Barka, Bɩsa, Boussanse, Baraka, Eastern Bisa, Western Bisa, Busansi	bib			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bib	Burkina Faso, Ghana, Togo																	1			1	1	1					1																		
Bisu	Lawa, Lua, Mbisu, Mibisu, Laba	bzi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bzi	China, Thailand																	1			1	1	1					1							1											1
Blackfoot	Kainai, Pikanii, Siksika, Blood, Peigan, Piegan, Siksikaipowahsin, Blackfeet, Niitsipowahsin, Pied Noir, Siksiká	bla			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bla	Canada, United States																					3	1	1				1																		
Blin	Senhit, T'aqwur, Balen, Belen, Beleni, Bilayn, Bilein, Bilene, Bileno, Bilin, Blin, Bogo, Bogos, North Agaw	byn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=byn	Eritrea																						1					1																		1
Bobe	North Bobe, Southeast Bobe, Southwest Bobe, Bube, Adeeyah, Adija, Boobe, Boombe, Bubi, Ediya, Fernandian	bvb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bvb	Equatorial Guinea																											1																		1
Bobo Madare, Northern	Jèrè, Kukoma, Kure, Sankuma, Tankri, Yaba, Koma, Sarokama, Konabéré, Black Bobo, Bobo, Bobo Fi, Bobo Madaré, Boboda, Kʋnabɩrɩ, Northern Bobo Madaré, San, Tankire, Bobo Da, Konakuma	bbo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bbo	Burkina Faso, Mali																				1		1																							
Bobo Madare, Southern	Benge, Sogokiré, Syabéré, Voré, Zara, Bobo Dioula, Bobo Jula, Sya, Bobo Madaré, Southern, Black Bobo, Bobo, Bobo Fi, Bobo Fing, Boboda	bwq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bwq	Burkina Faso																				2		1																							1
Bodo	Chote, Mech, Boro, Bara, Bodi, Boroni, Kachari, Meche, Mechi, Meci, Mache	brx			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=brx	India, Nepal																				1							1							1											
Bogghom	Bogghom, Boghorom, Bohom, Bokiyim, Borrom, Burma, Burom, Burrum, Burum	bux			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bux	Nigeria																						1					1																		1
Boko	Boo, Bo'o, Bokonya, Illo Busa, Busa	bqc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bqc	Benin, Nigeria																				3	1	1	1					1																	1
Bokobaru	Busa-Bokobaru, Bussawa, Kaiama, village Bokobaru, Bariba, Bussanchi, Bussawa, Zogben	bus			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bus	Nigeria															1					1		1	1		1			1																	1
Bokyi	Basua, Boki, Iruan, Byoki, Nfua, Nki, Okii, Osikom, Osukam, Uki, Vaaneroki, Abo, Boje, Boorim, Eastern Bokyi, Irruan, Kwakwagom, Nsadop, Oku, Osokom, Oyokom, Wula, Abu, Bashua, Baswo, Bojie, East Boki, Eerwee, Erwan, Kecwan, Okundi	bky			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bky	Cameroon, Nigeria																				1	1						1																		
Bola	Bakovi, Bola-Bakovi, Harua, Garua, Karua, Mai, Xarua, Bola-Bakovi	bnp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bnp	Papua New Guinea	27				1		8		8							1	1		2	1	1	1	1	1	1		1																		1
Bolinao	Bino-Bolinao, Binubolinao, Binubulinao, Bolinao Sambal, Bolinao Zambal, Bulinaw, Sambal Bolinao, Binobolinao, Binubolinao, Binubulinao, Boliano, Bolinao Sambal, Bolinao Zambal, Bulinaw, Sambal Bolinao	smk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=smk	Philippines	27				1												1				1	1	1		1		1	1																	1
Bonggi	Bangay	bdg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bdg	Malaysia															1		1			1		1																							1
Bongo	Bungo, Busere Bongo, Tonj Bongo, Bungu, Dor	bot			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bot	South Sudan																											1																		1
Bontoc, Northern	Sadanga	rbk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=rbk	Philippines																																										1			1
Bontok, Central	Bontoc, Bontoc Igorot, Bontoc Central, Finontok, Jinallik, Khinina-ang, Minaligkhong, Sinamoki, Tinokukan, Central Bontoc, Kali	lbk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=lbk	Philippines							1		1						1		1		1		1	1	1		1																	1			1
Bontok, Eastern	Eastern Bontoc, Finallig, Southern Bontoc, Finallig, Kinajakran, Liniyas, Southern Bontoc	ebk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ebk	Philippines	27				1												1		1		1	1	1	1	1																				1
Boomu	Bomu, Bo, Bobo, Bobo Wule, Boré, Mu Boomu, Western Bobo Oule, Western Bwamu, Western Red, Bobo Oule, Bore, Boré, Western Bobo Wule, Dahanmu, Dwemu, Mao, Bo, Bobo, Bobo Wule, Mu Boomu, Western Bobo Oule, Western Bwamu, Western Red	bmq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bmq	Burkina Faso, Mali																				1		1					1																		1
Bora	Mirana, Miranha, Boro, Meamuyna, Miamunaa, Miraña, Mirãnha, Mirãnia, Miranya, Mirañã, Miriña, Booraa, Bora-Miranya, Miamuna'a, Miranas, Mïamuna	boa			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=boa	Peru															1		1		1	1	1	1	1		1		1								2	2									1
Borana	Oromo, Borana-Arsi-Guji, Afaan Oromoo, Afan Oromo, Booranaa, Oromiffa, Oromoo, Southern Oromo, Arsi, Boran, Guji, Afaani Borana, Booran, Boraan, Boraana, Oromo	gax			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=gax	Ethiopia, Kenya, Somalia																				2	2	1					1																		
Borong	Kosorong, Naama, Yangeborong, Naama	ksr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ksr	Papua New Guinea	27				1		3		3							1	1		1	1	1	1	1	1	1																				1
Bororo	Boe, Boe Wadáru, Eastern Bororo, Borôro	bor			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bor	Bolivia, Brazil															1		1			2	1	1					1								2	2									1
Bosnian	Ijekavían, Ikavian, Serbo-Croatian	bos			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bos	Bosnia and Herzegovina, Croatia, Montenegro, Serbia																			2								1																		
Bouyei	Qiannan, Qianxi, Qianzhong, Bouyei 1, Bouyei 2, Bouyei 3, Central Guizhou, Southern Guizhou, Western Guizhou, Bo-I, Bui, Buyei, Buyi, Buyui, Chung-Chia, Dioi, Giay, Pu-I, Pu-Jui, Pui, Pujai, Puyi, Puyoi, Shuihu, Tujia, Yay, Zhongjia, Yang, Nhang, Nyang, Pú Nà, Tu-Dí, Giáy, Bo-Y, Chang Chá, Chung Cha, Cùi Chu, Dang, Giai, Giang, Nhaang, Niang, Pau Thin, Pu-Nam, Sa, Trong Ggia, Tu-Dìn, Xa Chung Chá, Yai	pcc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=pcc	China, Vietnam																					1						1																		
Bouyei Anshun	Qiannan, Qianxi, Qianzhong, Bouyei 1, Bouyei 2, Bouyei 3, Central Guizhou, Southern Guizhou, Western Guizhou, Bouyei, Bo-I, Bui, Buyei, Buyi, Buyui, Chung-Chia, Dioi, Giay, Pu-I, Pu-Jui, Pui, Pujai, Puyi, Puyoi, Shuihu, Tujia, Yay, Zhongjia, Yang, Nhang, Nyang, Pú Nà, Tu-Dí, Giáy, Bo-Y, Chang Chá, Chung Cha, Cùi Chu, Dang, Giai, Giang, Nhaang, Niang, Pau Thin, Pu-Nam, Sa, Trong Ggia, Tu-Dìn, Xa Chung Chá, Yai	pcc	04832		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=pcc&rod=04832	China, Vietnam																											1																		
Bozo, Jenaama	Débo, Korondougou, Kotya, Pondori, Kotyaxo, Boso, Corogaama, Djenaama, Nononke, Sarkanci, Sarkawa, Sorko, Sorogaama, Sorogama, Sorogoye, Corogama, Jenaama Bozo, Jenama	bze			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bze	Mali, Nigeria																						1					1																		1
Bozo, Tigemaxo	Boso, Tie, Tiemaxo, Tieyaxo, Tigemaxo, Tiguémakho, Tiéyakho, Tyeyaxo, Tégué	boz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=boz	Mali																						1					1																		1
Brahui	Birahui, Biravi, Brahuiki, Kur Galli, Kurd Gali, Jharawan, Kalat, Sarawan, Jhalawan, Barahui, Brahudi, Brahuidi, Brahuigi	brh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=brh	Afghanistan, Iran, Pakistan																											1																		
Braj Bhasha	Antarbedi, Bhadauri, Bhuksa, Dangi, Jadobafi, Sikarwari, Antarvedi, Towargarhi, Bijbhasha, Braj, Braj Bhakha, Bri, Brij Bhasha, Briju, Bruj, Daihaati Zabaan, Dehaati Zabaan	bra			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bra	India																											1																		1
Brao	Hamong, Jrii, Ka-nying, Lun, Ombaa, Braou, Brou, Lave, Laveh, Love, Proue, Palau, Brao, Brau, Rawe	brb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=brb	Cambodia, Laos, Vietnam																					1	1																							1
Brazilian Sign Language	LIBRAS, Língua de Sinais Brasileira, LSB, São Paulo Sign Language, LSB, Língua Brasileira de Sinais, Língua de Sinais Brasileira, Língua de Sinais dos Centros Urbanos Brasileiros, SPSL, São Paulo Sign Language	bzs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bzs	Brazil																											1																		1
Breton	Gwenedeg, Kerneveg, Leoneg, Tregerieg, Cornouaillais, Leonais, Tregorrois, Vannetais, Berton, Brezhoneg	bre			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bre	France																					3	1	1				1																		1
Bribri	Talamanca, Amubre-Katsi, Coroma, Salitre-Cabagra	bzd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bzd	Costa Rica	27				1		3		3						1		1		2	1	1	1	1		1																				1
Bru Eastern	Leun, Tri, Chali, Kaleu, Leung, So Tri, So Trii, Bru, Eastern, Bru Tri, Mangkong, Brũ, Brou, Bru Van Kieu, Quang Tri Bru, Van Kieu	bru			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bru	Laos, Vietnam																				1	1	1					1																		
Buamu	Ouarkoye, Bobo, Bomo, Bouamou, Bwaba, Bwamu, Eastern Bobo Oule, Eastern Bobo Wule, Red Bobo	box			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=box	Burkina Faso																	1			1	1	1	1																						1
Buang, Mangga	Kaidemui, Manga Buang, Kwasang, Lagis, Manga Buang	mmo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=mmo	Papua New Guinea	27				1											1	1			1	1	1	1		1																				1
Buang, Mapos	Central Buang, Mapos, Buweyeu, Chimbuluk, Mambump, Mapos, Papakene, Wagau, Wins	bzh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bzh	Papua New Guinea	27				1											1	1		1	1	1	1	1		1		1																		1
Budu-Koya	Bodo, Ebudu, Kibudu, Bafwakoyi, East Bafwangada, Ineta, Mahaa, Makoda, Malamba, Wadimbisa, West Bafwangada, Bafanio, Isombi, Timoniko, Budu, Ɨbʉdhʉ	buu	19443		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=buu&rod=19443	Democratic Republic of the Congo																						1					1																		1
Budu-Nita	Bodo, Ebudu, Kibudu	buu	8406		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=buu&rod=8406	Democratic Republic of the Congo																						1																							1
Bughotu	Hageulu, Vulava, Bugota, Bugoto, Bugotu, Mahaga, Mbughotu	bgt			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bgt	Solomon Islands																				1	1	1																							1
Bugis	Barru, Bone, Camba, Luwu, Pangkep, Pasangkayu, Sawitto, Sidrap, Sinjai, Soppeng, Wajo, Alitta, Bua Ponrang, Bulukumba, Dua Boccoe, Enna, Kessi, Luwu', Malangke-Ussu, Mare, Nepo, Palakka, Palattae, Pangkajene, Pare-Pare, Pinrang, Pinrang Utara, Sidenrang, Soppeng Riaja, Tanete, Tompo, Ugi Riawa, Wara, Basa Ugi, Boegineesche, Boeginezen, Bugi, Buginese, De', Rappang Buginese, To Ugi, Duri, Enrekang, Makasar, Mandar	bug			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bug	Indonesia, Malaysia																					1						1																		
Buglere	Bobota, Bocota, Bofota, Bogota, Bokota, Bukueta, Murire, Nortenyo, Veraguas Sabanero, Bokotá, Sabanero, Bugle, Muoy	sab			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=sab	Panama	27				1										1		1			1	1	1	1		1		1								2	2									1
Bugun	Kho, Khoa, Khowa	bgg			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bgg	India																					1	1																							1
Buhid	Bangon, Batangan, Buhid-Mangyan, Bukil	bku			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bku	Philippines																				1		1																							1
Buhutu	Bohutu, Buhulu, Siasiada, Yaleba	bxh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bxh	Papua New Guinea																							1																						1
Bukawa	Bugawac, Bukaua, Bukawac, Kawa, Kawac, Yom Gawac, Central Bugawac, Central-Eastern Bugawac, Central-Western Bugawac, Eastern Bugawac, South-Western Bugawac, Western Bugawac, Bukaua, Bukawac, Kawa, Kawac, Yom Gawac	buk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=buk	Papua New Guinea	27				1											1	1		1	1	1	1	1	1	1																				1
Bukiyip	Mountain Arapesh, Bukiyúp, Coastal Arapesh, Bukiyúp	ape	03286		https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=ape&rod=03286	Papua New Guinea	27				1											1	1		1	1	1	1	1	1	1			1			1														1
Buksa		tkb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=tkb	India																											1																		1
Bukusu	Lubukusu, Babukusu	bxk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bxk	Kenya																				1	2						1																		1
Bulgarian	Balgarski, Palityan, Bogomil, Palitiani, Pomak, Pomakci, Pomakika	bul			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bul	Bulgaria, Croatia, Greece, Hungary, Moldova, Romania, Turkey, Ukraine																			4	5	8	1					1							1				1			1				1
Buli	Builsa, Bulisa, Bulsa, Guresha, Kanjaga	bwu			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bwu	Ghana																				1	1	1					1																		1
Bullom So	Bolom, Bulem, Bullin, Bullun, Mandenyi, Mandingi, Mani, Mmani, Northern Bullom, Kafu	buy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=buy	Guinea, Sierra Leone																					2	1																							1
Bulu	Bene, Yelinda, Yembana, Yengono, Boulou	bum			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bum	Cameroon																			1	1	1	1					1																		1
Bum	Bom	bmv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&iso=bmv	Cameroon																				1	1	1					1																		1
